trial_number,genome,merit,accuracy,genome_length,door_rooms,exit_rooms,correct_doors,incorrect_doors,correct_exits,incorrect_exits,doors_taken_0,doors_correct_0,doors_taken_1,doors_correct_1,doors_taken_2,doors_correct_2,doors_taken_3,doors_correct_3,did_repro
0,"[99]xHRdcLPDpNHogQJMqRwtfocPApchoIpBxvNQmEopebveHcpvhNieQbnNIwNNKHOnocSdMpJymMNApRvRBaRsMGzQcuvHMNJiNdk",4.38362e+20,0.873239,99,284,36,248,36,36,0,36,36,125,125,64,64,95,59,"True"
1,"[99]xHRdcLPDpNHogQJMqRwtfocPApchoIpBxvNQmEopebveHcpvhNieQbnNIwNNKHOnocSdMpJymMNApRvRBaRsMGzQcuvHMNJiNdk",1.55737e+22,0.88255,99,298,35,263,35,35,0,35,35,129,129,58,58,111,76,"True"
2,"[99]xHRdcLPDpNHogQJMqRwtfocPApchoIpBxvNQmEopebveHcpvhNieQbnNIwNNKHOnocSdMpJymMNApRvRBaRsMGzQcuvHMNJiNdk",3.23454e+18,0.889344,99,244,27,217,27,27,0,27,27,110,110,50,50,84,57,"True"
3,"[99]xHRdcLPDpNHogQJMqRwtfocPApchoIpBxvNQmEopebveHcpvhNieQbnNIwNNKHOnocSdMpJymMNApRvRBaRsMGzQcuvHMNJiNdk",2.98334e+16,0.868996,99,229,30,199,30,30,0,30,30,109,109,47,47,73,43,"True"
4,"[99]xHRdcLPDpNHogQJMqRwtfocPApchoIpBxvNQmEopebveHcpvhNieQbnNIwNNKHOnocSdMpJymMNApRvRBaRsMGzQcuvHMNJiNdk",2.77845e+17,0.894273,99,227,24,203,24,24,0,24,24,107,107,52,52,68,44,"True"
5,"[99]xHRdcLPDpNHogQJMqRwtfocPApchoIpBxvNQmEopebveHcpvhNieQbnNIwNNKHOnocSdMpJymMNApRvRBaRsMGzQcuvHMNJiNdk",4.34133e+17,0.885106,99,235,27,208,27,27,0,27,27,112,112,46,46,77,50,"True"
6,"[99]xHRdcLPDpNHogQJMqRwtfocPApchoIpBxvNQmEopebveHcpvhNieQbnNIwNNKHOnocSdMpJymMNApRvRBaRsMGzQcuvHMNJiNdk",4.75273e+22,0.879479,99,307,37,270,37,37,0,37,37,139,139,69,69,99,62,"True"
7,"[99]xHRdcLPDpNHogQJMqRwtfocPApchoIpBxvNQmEopebveHcpvhNieQbnNIwNNKHOnocSdMpJymMNApRvRBaRsMGzQcuvHMNJiNdk",6.31746e+18,0.890688,99,247,27,220,27,27,0,27,27,112,112,52,52,83,56,"True"
8,"[99]xHRdcLPDpNHogQJMqRwtfocPApchoIpBxvNQmEopebveHcpvhNieQbnNIwNNKHOnocSdMpJymMNApRvRBaRsMGzQcuvHMNJiNdk",4.04317e+18,0.906383,99,235,22,213,22,22,0,22,22,105,105,47,47,83,61,"True"
9,"[99]xHRdcLPDpNHogQJMqRwtfocPApchoIpBxvNQmEopebveHcpvhNieQbnNIwNNKHOnocSdMpJymMNApRvRBaRsMGzQcuvHMNJiNdk",1.07022e+21,0.885714,99,280,32,248,32,32,0,32,32,121,121,69,69,90,58,"True"
