trial_number,genome,merit,accuracy,genome_length,door_rooms,exit_rooms,correct_doors,incorrect_doors,correct_exits,incorrect_exits,doors_taken_0,doors_correct_0,doors_taken_1,doors_correct_1,doors_taken_2,doors_correct_2,doors_taken_3,doors_correct_3,did_repro
0,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",35.5271,0.941176,93,17,0,16,1,0,0,0,0,12,12,2,2,3,2,"True"
1,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",9.31323,0.909091,93,11,0,10,1,0,0,0,0,8,8,2,1,1,1,"True"
2,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",4.76837,0.875,93,8,0,7,1,0,0,0,0,5,5,2,1,1,1,"True"
3,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",14.5519,0.923077,93,13,0,12,1,0,0,0,0,9,9,1,1,3,2,"True"
4,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",69.3889,0.95,93,20,0,19,1,0,0,0,0,13,13,2,2,5,4,"True"
5,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",55.5112,0.947368,93,19,0,18,1,0,0,0,0,13,13,1,1,5,4,"True"
6,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",9.31323,0.909091,93,11,0,10,1,0,0,0,0,7,7,3,2,1,1,"True"
7,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",22.7374,0.933333,93,15,0,14,1,0,0,0,0,11,11,3,2,1,1,"True"
8,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",35.5271,0.941176,93,17,0,16,1,0,0,0,0,12,12,2,2,3,2,"True"
9,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",14.5519,0.923077,93,13,0,12,1,0,0,0,0,9,9,1,1,3,2,"True"
10,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",14.5519,0.923077,93,13,0,12,1,0,0,0,0,9,9,1,1,3,2,"True"
11,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",14.5519,0.923077,93,13,0,12,1,0,0,0,0,9,9,1,1,3,2,"True"
12,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",9.31323,0.909091,93,11,0,10,1,0,0,0,0,8,8,2,1,1,1,"True"
13,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",55.5112,0.947368,93,19,0,18,1,0,0,0,0,13,13,1,1,5,4,"True"
14,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",4.76837,0.875,93,8,0,7,1,0,0,0,0,5,5,2,1,1,1,"True"
15,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",69.3889,0.95,93,20,0,19,1,0,0,0,0,13,13,2,2,5,4,"True"
16,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",9.31323,0.909091,93,11,0,10,1,0,0,0,0,8,8,2,1,1,1,"True"
17,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",55.5112,0.947368,93,19,0,18,1,0,0,0,0,13,13,1,1,5,4,"True"
18,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",55.5112,0.947368,93,19,0,18,1,0,0,0,0,13,13,1,1,5,4,"True"
19,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",14.5519,0.923077,93,13,0,12,1,0,0,0,0,9,9,1,1,3,2,"True"
20,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",9.31323,0.909091,93,11,0,10,1,0,0,0,0,8,8,2,1,1,1,"True"
21,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",35.5271,0.941176,93,17,0,16,1,0,0,0,0,12,12,2,2,3,2,"True"
22,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",69.3889,0.95,93,20,0,19,1,0,0,0,0,13,13,2,2,5,4,"True"
23,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",14.5519,0.923077,93,13,0,12,1,0,0,0,0,9,9,1,1,3,2,"True"
24,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",35.5271,0.941176,93,17,0,16,1,0,0,0,0,12,12,2,2,3,2,"True"
25,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",35.5271,0.941176,93,17,0,16,1,0,0,0,0,12,12,2,2,3,2,"True"
26,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",9.31323,0.909091,93,11,0,10,1,0,0,0,0,8,8,2,1,1,1,"True"
27,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",4.76837,0.875,93,8,0,7,1,0,0,0,0,5,5,2,1,1,1,"True"
28,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",14.5519,0.923077,93,13,0,12,1,0,0,0,0,9,9,1,1,3,2,"True"
29,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",9.31323,0.909091,93,11,0,10,1,0,0,0,0,8,8,2,1,1,1,"True"
30,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",22.7374,0.933333,93,15,0,14,1,0,0,0,0,11,11,3,2,1,1,"True"
31,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",9.31323,0.909091,93,11,0,10,1,0,0,0,0,8,8,2,1,1,1,"True"
32,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",69.3889,0.95,93,20,0,19,1,0,0,0,0,13,13,2,2,5,4,"True"
33,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",35.5271,0.941176,93,17,0,16,1,0,0,0,0,12,12,2,2,3,2,"True"
34,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",4.76837,0.875,93,8,0,7,1,0,0,0,0,5,5,2,1,1,1,"True"
35,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",35.5271,0.941176,93,17,0,16,1,0,0,0,0,12,12,2,2,3,2,"True"
36,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",55.5112,0.947368,93,19,0,18,1,0,0,0,0,13,13,1,1,5,4,"True"
37,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",4.76837,0.875,93,8,0,7,1,0,0,0,0,5,5,2,1,1,1,"True"
38,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",9.31323,0.909091,93,11,0,10,1,0,0,0,0,7,7,3,2,1,1,"True"
39,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",9.31323,0.909091,93,11,0,10,1,0,0,0,0,8,8,2,1,1,1,"True"
40,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGphARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",22.7374,0.933333,93,15,0,14,1,0,0,0,0,11,11,3,2,1,1,"True"
