trial_number,genome,merit,accuracy,genome_length,door_rooms,exit_rooms,correct_doors,incorrect_doors,correct_exits,incorrect_exits,doors_taken_0,doors_correct_0,doors_taken_1,doors_correct_1,doors_taken_2,doors_correct_2,doors_taken_3,doors_correct_3,did_repro
0,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",5.96046,1,93,7,0,7,0,0,0,0,0,6,6,1,1,0,0,"True"
1,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",5.96046,1,93,7,0,7,0,0,0,0,0,6,6,1,1,0,0,"True"
2,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",11.6415,1,93,10,0,10,0,0,0,0,0,8,8,2,2,0,0,"True"
3,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",11.6415,1,93,10,0,10,0,0,0,0,0,8,8,2,2,0,0,"True"
4,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",3.05176,1,93,4,0,4,0,0,0,0,0,3,3,1,1,0,0,"True"
5,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",11.6415,1,93,10,0,10,0,0,0,0,0,8,8,2,2,0,0,"True"
6,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",4.76837,1,93,6,0,6,0,0,0,0,0,4,4,2,2,0,0,"True"
7,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",4.76837,1,93,6,0,6,0,0,0,0,0,4,4,2,2,0,0,"True"
8,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",4.76837,1,93,6,0,6,0,0,0,0,0,4,4,2,2,0,0,"True"
9,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",11.6415,1,93,10,0,10,0,0,0,0,0,8,8,2,2,0,0,"True"
10,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",4.76837,1,93,6,0,6,0,0,0,0,0,4,4,2,2,0,0,"True"
11,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",11.6415,1,93,10,0,10,0,0,0,0,0,8,8,2,2,0,0,"True"
12,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",4.76837,1,93,6,0,6,0,0,0,0,0,4,4,2,2,0,0,"True"
13,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",3.05176,1,93,4,0,4,0,0,0,0,0,3,3,1,1,0,0,"True"
14,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",11.6415,1,93,10,0,10,0,0,0,0,0,8,8,2,2,0,0,"True"
15,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",4.76837,1,93,6,0,6,0,0,0,0,0,4,4,2,2,0,0,"True"
16,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",11.6415,1,93,10,0,10,0,0,0,0,0,8,8,2,2,0,0,"True"
17,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",11.6415,1,93,10,0,10,0,0,0,0,0,8,8,2,2,0,0,"True"
18,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",11.6415,1,93,10,0,10,0,0,0,0,0,8,8,2,2,0,0,"True"
19,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",5.96046,1,93,7,0,7,0,0,0,0,0,6,6,1,1,0,0,"True"
20,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",3.05176,1,93,4,0,4,0,0,0,0,0,3,3,1,1,0,0,"True"
21,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",4.76837,1,93,6,0,6,0,0,0,0,0,4,4,2,2,0,0,"True"
22,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",11.6415,1,93,10,0,10,0,0,0,0,0,8,8,2,2,0,0,"True"
23,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",5.96046,1,93,7,0,7,0,0,0,0,0,6,6,1,1,0,0,"True"
24,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",5.96046,1,93,7,0,7,0,0,0,0,0,6,6,1,1,0,0,"True"
25,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",5.96046,1,93,7,0,7,0,0,0,0,0,6,6,1,1,0,0,"True"
26,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",11.6415,1,93,10,0,10,0,0,0,0,0,8,8,2,2,0,0,"True"
27,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",3.05176,1,93,4,0,4,0,0,0,0,0,3,3,1,1,0,0,"True"
28,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",5.96046,1,93,7,0,7,0,0,0,0,0,6,6,1,1,0,0,"True"
29,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",3.05176,1,93,4,0,4,0,0,0,0,0,3,3,1,1,0,0,"True"
30,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",3.05176,1,93,4,0,4,0,0,0,0,0,3,3,1,1,0,0,"True"
31,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",5.96046,1,93,7,0,7,0,0,0,0,0,6,6,1,1,0,0,"True"
32,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",4.76837,1,93,6,0,6,0,0,0,0,0,4,4,2,2,0,0,"True"
33,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",5.96046,1,93,7,0,7,0,0,0,0,0,6,6,1,1,0,0,"True"
34,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",3.05176,1,93,4,0,4,0,0,0,0,0,3,3,1,1,0,0,"True"
35,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",4.76837,1,93,6,0,6,0,0,0,0,0,4,4,2,2,0,0,"True"
36,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",3.05176,1,93,4,0,4,0,0,0,0,0,3,3,1,1,0,0,"True"
37,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",4.76837,1,93,6,0,6,0,0,0,0,0,4,4,2,2,0,0,"True"
38,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",3.05176,1,93,4,0,4,0,0,0,0,0,3,3,1,1,0,0,"True"
39,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",5.96046,1,93,7,0,7,0,0,0,0,0,6,6,1,1,0,0,"True"
40,"[93]ltPNocQhGkcHcyNcJMqScKBRCHHiGRsOjonnaMuamSbPbkSpmBQBfpxucMhGcnSmMKFeoqhxjKFACItzfyjvbpjOnfuim",5.96046,1,93,7,0,7,0,0,0,0,0,6,6,1,1,0,0,"True"
