trial_number,genome,merit,accuracy,genome_length,door_rooms,exit_rooms,correct_doors,incorrect_doors,correct_exits,incorrect_exits,doors_taken_0,doors_correct_0,doors_taken_1,doors_correct_1,doors_taken_2,doors_correct_2,doors_taken_3,doors_correct_3,did_repro
0,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGpJARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",14.5519,0.923077,93,13,0,12,1,0,0,0,0,9,9,1,1,3,2,"True"
1,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGpJARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",9.31323,0.909091,93,11,0,10,1,0,0,0,0,8,8,2,1,1,1,"True"
2,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGpJARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",35.5271,0.941176,93,17,0,16,1,0,0,0,0,12,12,2,2,3,2,"True"
3,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGpJARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",35.5271,0.941176,93,17,0,16,1,0,0,0,0,12,12,2,2,3,2,"True"
4,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGpJARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",4.76837,0.875,93,8,0,7,1,0,0,0,0,5,5,2,1,1,1,"True"
5,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGpJARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",22.7374,0.933333,93,15,0,14,1,0,0,0,0,11,11,3,2,1,1,"True"
6,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGpJARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",69.3889,0.95,93,20,0,19,1,0,0,0,0,13,13,2,2,5,4,"True"
7,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGpJARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",69.3889,0.95,93,20,0,19,1,0,0,0,0,13,13,2,2,5,4,"True"
8,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGpJARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",69.3889,0.95,93,20,0,19,1,0,0,0,0,13,13,2,2,5,4,"True"
9,"[93]CbxPMzBOjFcrtRojaMcHGaBNcJmaOxcRqyrGpJARLGjiHHqOzlySchHeHdKcCLuyiDlBmANyMiApRqvsoRcnHOFiftrJw",22.7374,0.933333,93,15,0,14,1,0,0,0,0,11,11,3,2,1,1,"True"
