trial_number,genome,merit,accuracy,genome_length,door_rooms,exit_rooms,correct_doors,incorrect_doors,correct_exits,incorrect_exits,doors_taken_0,doors_correct_0,doors_taken_1,doors_correct_1,doors_taken_2,doors_correct_2,doors_taken_3,doors_correct_3,did_repro
0,"[93]fbxtMzBOjFcwtRnjaDcHGaBNcJmaOxcRByrnpjARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkjuFiftrJw",267276,1,93,55,0,55,0,0,0,0,0,38,38,6,6,11,11,"True"
1,"[93]fbxtMzBOjFcwtRnjaDcHGaBNcJmaOxcRByrnpjARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkjuFiftrJw",267276,1,93,55,0,55,0,0,0,0,0,38,38,6,6,11,11,"True"
2,"[93]fbxtMzBOjFcwtRnjaDcHGaBNcJmaOxcRByrnpjARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkjuFiftrJw",417619,1,93,57,0,57,0,0,0,0,0,38,38,11,11,8,8,"True"
3,"[93]fbxtMzBOjFcwtRnjaDcHGaBNcJmaOxcRByrnpjARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkjuFiftrJw",417619,1,93,57,0,57,0,0,0,0,0,38,38,11,11,8,8,"True"
4,"[93]fbxtMzBOjFcwtRnjaDcHGaBNcJmaOxcRByrnpjARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkjuFiftrJw",267276,1,93,55,0,55,0,0,0,0,0,35,35,8,8,12,12,"True"
5,"[93]fbxtMzBOjFcwtRnjaDcHGaBNcJmaOxcRByrnpjARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkjuFiftrJw",417619,1,93,57,0,57,0,0,0,0,0,38,38,11,11,8,8,"True"
6,"[93]fbxtMzBOjFcwtRnjaDcHGaBNcJmaOxcRByrnpjARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkjuFiftrJw",522024,1,93,58,0,58,0,0,0,0,0,37,37,11,11,10,10,"True"
7,"[93]fbxtMzBOjFcwtRnjaDcHGaBNcJmaOxcRByrnpjARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkjuFiftrJw",522024,1,93,58,0,58,0,0,0,0,0,37,37,11,11,10,10,"True"
8,"[93]fbxtMzBOjFcwtRnjaDcHGaBNcJmaOxcRByrnpjARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkjuFiftrJw",522024,1,93,58,0,58,0,0,0,0,0,37,37,11,11,10,10,"True"
9,"[93]fbxtMzBOjFcwtRnjaDcHGaBNcJmaOxcRByrnpjARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkjuFiftrJw",417619,1,93,57,0,57,0,0,0,0,0,38,38,11,11,8,8,"True"
10,"[93]fbxtMzBOjFcwtRnjaDcHGaBNcJmaOxcRByrnpjARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkjuFiftrJw",522024,1,93,58,0,58,0,0,0,0,0,37,37,11,11,10,10,"True"
11,"[93]fbxtMzBOjFcwtRnjaDcHGaBNcJmaOxcRByrnpjARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkjuFiftrJw",417619,1,93,57,0,57,0,0,0,0,0,38,38,11,11,8,8,"True"
12,"[93]fbxtMzBOjFcwtRnjaDcHGaBNcJmaOxcRByrnpjARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkjuFiftrJw",522024,1,93,58,0,58,0,0,0,0,0,37,37,11,11,10,10,"True"
13,"[93]fbxtMzBOjFcwtRnjaDcHGaBNcJmaOxcRByrnpjARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkjuFiftrJw",267276,1,93,55,0,55,0,0,0,0,0,35,35,8,8,12,12,"True"
14,"[93]fbxtMzBOjFcwtRnjaDcHGaBNcJmaOxcRByrnpjARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkjuFiftrJw",417619,1,93,57,0,57,0,0,0,0,0,38,38,11,11,8,8,"True"
15,"[93]fbxtMzBOjFcwtRnjaDcHGaBNcJmaOxcRByrnpjARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkjuFiftrJw",522024,1,93,58,0,58,0,0,0,0,0,37,37,11,11,10,10,"True"
16,"[93]fbxtMzBOjFcwtRnjaDcHGaBNcJmaOxcRByrnpjARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkjuFiftrJw",417619,1,93,57,0,57,0,0,0,0,0,38,38,11,11,8,8,"True"
17,"[93]fbxtMzBOjFcwtRnjaDcHGaBNcJmaOxcRByrnpjARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkjuFiftrJw",417619,1,93,57,0,57,0,0,0,0,0,38,38,11,11,8,8,"True"
18,"[93]fbxtMzBOjFcwtRnjaDcHGaBNcJmaOxcRByrnpjARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkjuFiftrJw",417619,1,93,57,0,57,0,0,0,0,0,38,38,11,11,8,8,"True"
19,"[93]fbxtMzBOjFcwtRnjaDcHGaBNcJmaOxcRByrnpjARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkjuFiftrJw",267276,1,93,55,0,55,0,0,0,0,0,38,38,6,6,11,11,"True"
20,"[93]fbxtMzBOjFcwtRnjaDcHGaBNcJmaOxcRByrnpjARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkjuFiftrJw",267276,1,93,55,0,55,0,0,0,0,0,35,35,8,8,12,12,"True"
21,"[93]fbxtMzBOjFcwtRnjaDcHGaBNcJmaOxcRByrnpjARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkjuFiftrJw",522024,1,93,58,0,58,0,0,0,0,0,37,37,11,11,10,10,"True"
22,"[93]fbxtMzBOjFcwtRnjaDcHGaBNcJmaOxcRByrnpjARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkjuFiftrJw",417619,1,93,57,0,57,0,0,0,0,0,38,38,11,11,8,8,"True"
23,"[93]fbxtMzBOjFcwtRnjaDcHGaBNcJmaOxcRByrnpjARLGnQHHqOzlySchHOHdKcCLyQDlymADyMiCpRqvsLcuRkjuFiftrJw",267276,1,93,55,0,55,0,0,0,0,0,38,38,6,6,11,11,"True"
