trial_number,genome,merit,accuracy,genome_length,door_rooms,exit_rooms,correct_doors,incorrect_doors,correct_exits,incorrect_exits,doors_taken_0,doors_correct_0,doors_taken_1,doors_correct_1,doors_taken_2,doors_correct_2,doors_taken_3,doors_correct_3,did_repro
0,"[90]htPNocQhGkcHcyNcJMqScKBRCsQiwRJooncaNuamSIPbknphBQrpxbcMpGdnJmMPFetqhuJKFACvtzFAyCAbpenfNi",4.76837,1,90,6,0,6,0,0,0,0,0,4,4,2,2,0,0,"True"
1,"[90]htPNocQhGkcHcyNcJMqScKBRCsQiwRJooncaNuamSIPbknphBQrpxbcMpGdnJmMPFetqhuJKFACvtzFAyCAbpenfNi",4.76837,1,90,6,0,6,0,0,0,0,0,4,4,2,2,0,0,"True"
2,"[90]htPNocQhGkcHcyNcJMqScKBRCsQiwRJooncaNuamSIPbknphBQrpxbcMpGdnJmMPFetqhuJKFACvtzFAyCAbpenfNi",3.05176,1,90,4,0,4,0,0,0,0,0,3,3,1,1,0,0,"True"
3,"[90]htPNocQhGkcHcyNcJMqScKBRCsQiwRJooncaNuamSIPbknphBQrpxbcMpGdnJmMPFetqhuJKFACvtzFAyCAbpenfNi",5.96046,1,90,7,0,7,0,0,0,0,0,6,6,1,1,0,0,"True"
4,"[90]htPNocQhGkcHcyNcJMqScKBRCsQiwRJooncaNuamSIPbknphBQrpxbcMpGdnJmMPFetqhuJKFACvtzFAyCAbpenfNi",4.76837,1,90,6,0,6,0,0,0,0,0,4,4,2,2,0,0,"True"
5,"[90]htPNocQhGkcHcyNcJMqScKBRCsQiwRJooncaNuamSIPbknphBQrpxbcMpGdnJmMPFetqhuJKFACvtzFAyCAbpenfNi",3.05176,1,90,4,0,4,0,0,0,0,0,3,3,1,1,0,0,"True"
6,"[90]htPNocQhGkcHcyNcJMqScKBRCsQiwRJooncaNuamSIPbknphBQrpxbcMpGdnJmMPFetqhuJKFACvtzFAyCAbpenfNi",4.76837,1,90,6,0,6,0,0,0,0,0,4,4,2,2,0,0,"True"
7,"[90]htPNocQhGkcHcyNcJMqScKBRCsQiwRJooncaNuamSIPbknphBQrpxbcMpGdnJmMPFetqhuJKFACvtzFAyCAbpenfNi",11.6415,1,90,10,0,10,0,0,0,0,0,8,8,2,2,0,0,"True"
8,"[90]htPNocQhGkcHcyNcJMqScKBRCsQiwRJooncaNuamSIPbknphBQrpxbcMpGdnJmMPFetqhuJKFACvtzFAyCAbpenfNi",3.05176,1,90,4,0,4,0,0,0,0,0,3,3,1,1,0,0,"True"
9,"[90]htPNocQhGkcHcyNcJMqScKBRCsQiwRJooncaNuamSIPbknphBQrpxbcMpGdnJmMPFetqhuJKFACvtzFAyCAbpenfNi",5.96046,1,90,7,0,7,0,0,0,0,0,6,6,1,1,0,0,"True"
